,4.6_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [-1.54084349e-01],
       [ 2.45262239e-01],
       [ 2.43652491e-01],
       [ 5.07011762e-01],
       [ 6.08062642e-01],
       [-6.76912004e-01],
       [ 2.96701135e-01],
       [-7.47192282e-03],
       [ 5.80654659e-01],
       [ 3.18562128e-01],
       [ 6.09869484e-02],
       [-5.67704810e-01],
       [ 4.27963926e-01],
       [ 6.09813982e-01],
       [ 2.49849726e-01],
       [-1.03662488e+00],
       [ 2.90550291e-01],
       [-7.84438693e-01],
       [ 2.26217159e-01],
       [ 5.81875897e-01],
       [-2.12011545e-01],
       [-5.90185710e-01],
       [ 2.25709507e-01],
       [ 5.00063627e-03],
       [ 2.10090506e-01],
       [-5.96166784e-02],
       [ 1.30388881e-02],
       [-1.26836583e+00],
       [ 2.05442995e-02],
       [-1.48662256e+00],
       [ 2.11342924e-01],
       [-4.23015683e-02],
       [ 3.81563657e-01],
       [ 1.36132149e-02],
       [ 6.50627031e-01],
       [ 3.01443652e-02],
       [-2.11201186e-02],
       [ 8.09014054e-01],
       [ 3.81518433e-01],
       [ 5.71463794e-02],
       [-1.81555217e-01],
       [-1.33809316e+00],
       [ 3.85048362e-01],
       [ 1.80464716e-02],
       [-3.24323741e-01],
       [ 3.83925747e-01],
       [ 4.89949641e-01],
       [-3.48703905e-01],
       [-2.62617968e-01],
       [ 9.08398280e-01],
       [ 2.26778166e-01],
       [-4.70989455e-01],
       [-7.59846019e-01],
       [ 6.27843382e-01],
       [-6.83089944e-01],
       [ 5.61800159e-01],
       [ 3.33777656e-01],
       [-1.02912905e-01],
       [-7.94419530e-02],
       [ 2.83705226e-01],
       [-6.29162622e-02],
       [ 6.42546717e-01],
       [ 3.58313479e-01],
       [ 1.52739220e-02],
       [ 5.73817828e-01],
       [ 1.32600679e-03],
       [ 1.49725422e-01],
       [ 2.64183295e-01],
       [ 1.11273727e+00],
       [ 2.88763916e-01],
       [ 4.54530183e-01],
       [-2.15977595e-01],
       [ 7.87250538e-01],
       [-8.11106029e-01],
       [-8.57015052e-02],
       [-3.11811442e-01],
       [-5.90405121e-01],
       [-1.56286880e-02],
       [ 9.79375861e-01],
       [ 7.78013123e-02],
       [-1.81122696e-01],
       [-1.39493090e-01],
       [ 6.21048789e-01],
       [-3.62951492e-01],
       [-8.86929831e-02],
       [ 3.08898376e-02],
       [-3.03663736e-01],
       [-1.25423730e+00],
       [-3.62857862e-01],
       [ 5.30063968e-01],
       [-2.28608997e-01],
       [-1.19904101e-01],
       [ 5.67686192e-01],
       [ 4.41269775e-02],
       [-1.40804416e+00],
       [ 4.26748175e-01],
       [-7.73761418e-02],
       [-7.25722977e-01],
       [-9.75926238e-01],
       [ 2.10021241e-01],
       [-6.13461063e-01],
       [ 2.93972728e-01],
       [ 1.13458776e-01],
       [-5.17137935e-01],
       [-3.57120450e-01],
       [ 2.74598625e-01],
       [ 1.27481994e-01],
       [-1.19916921e+00],
       [ 7.70103699e-01],
       [-4.22730122e-01],
       [ 3.81363023e-02],
       [ 7.49742975e-01],
       [ 4.24071761e-02],
       [-2.55973243e-01],
       [-3.62180148e-01],
       [ 9.41913963e-01],
       [-1.28579585e-01],
       [ 1.00016106e-01],
       [-3.49625402e-01],
       [-1.63002203e-01],
       [-7.16162063e-01],
       [ 8.48531027e-01],
       [ 4.58105470e-02],
       [ 8.84215173e-01],
       [-6.38100262e-03],
       [ 3.18076467e-01],
       [ 1.29909483e-02],
       [-4.48736149e-01],
       [ 5.67906699e-01],
       [-5.90862534e-01],
       [ 7.23653848e-02],
       [ 1.75045937e-01],
       [-2.02736948e-01],
       [ 9.95761079e-01],
       [-5.82740551e-01],
       [-1.08020164e+00],
       [ 4.36265853e-01],
       [-3.40568342e-01],
       [ 4.29788359e-02],
       [ 5.75734307e-01],
       [-3.26003276e-01],
       [-6.08161316e-02],
       [ 2.03826443e-01],
       [ 9.88601598e-01],
       [ 6.72757687e-01],
       [-1.41012541e-01],
       [ 2.58326169e-01],
       [ 1.10186626e-01],
       [ 8.09603236e-01],
       [-7.05258259e-02],
       [ 1.27432434e-01],
       [-6.07350685e-01],
       [ 1.12681187e-01],
       [-4.12295766e-01],
       [ 4.68375855e-01],
       [ 5.08932965e-01],
       [-5.06626604e-01],
       [ 5.37354024e-01],
       [ 3.25013941e-01],
       [-3.54220756e-01],
       [ 3.81918908e-01],
       [ 1.27940350e-01],
       [ 1.53459916e-01],
       [ 2.18732914e-01],
       [ 5.80405923e-02],
       [ 1.28703738e+00],
       [-1.27425967e+00],
       [ 3.13692133e-02],
       [-1.72734710e-01],
       [-6.98437447e-02],
       [-4.02728488e-01],
       [-2.15480431e-01],
       [ 3.72103896e-01],
       [-3.24866132e-01],
       [-8.26887046e-02],
       [ 2.35343208e-01],
       [-1.49226736e-01],
       [ 3.84249021e-02],
       [-2.16928984e-03],
       [-1.01119399e-01],
       [ 2.49228286e-01],
       [ 3.68342271e-03],
       [-3.10598989e-01],
       [ 3.87685533e-01],
       [ 9.09319673e-01],
       [-2.85934766e-01],
       [-1.47471084e-02],
       [-3.39153806e-01],
       [-4.76468765e-02],
       [ 6.35060693e-01],
       [-4.87863032e-01],
       [ 2.54781884e-01],
       [-5.08644709e-01],
       [ 4.05481789e-01],
       [-3.73869342e-01],
       [-2.64614706e-01],
       [ 5.80867649e-01],
       [ 1.06116993e-01],
       [ 3.94237674e-02],
       [-1.05351484e-02],
       [-7.05785842e-01],
       [-6.59757721e-02],
       [ 3.73262760e-02],
       [-5.22731275e-02],
       [-5.15064736e-01],
       [-6.88624927e-02],
       [ 4.55419698e-01],
       [-2.43167453e-01],
       [-4.67899643e-01],
       [ 4.55302471e-02],
       [ 8.44355338e-02],
       [ 5.80250245e-02],
       [ 8.24787973e-01],
       [ 4.42684866e-01],
       [ 6.33578033e-01],
       [ 1.30918984e-01],
       [-3.84001287e-01],
       [-2.17142590e-01],
       [ 1.31297374e-01],
       [-3.34180690e-01],
       [ 2.43805527e-01],
       [-2.71654509e-01],
       [-1.52283380e-01],
       [-5.12023510e-01],
       [-6.99477775e-02],
       [ 1.77415042e-01],
       [ 2.09394315e-01],
       [ 8.06157428e-01],
       [-7.83509634e-01],
       [-1.77970861e-01],
       [ 2.35670308e-01],
       [-6.19699141e-01],
       [ 1.51375164e-01],
       [-7.60553747e-03],
       [ 3.22361492e-01],
       [ 1.11006195e+00],
       [ 1.76194312e-01],
       [-7.27983745e-01],
       [-4.16089451e-01],
       [-5.29388340e-01],
       [-1.39496988e+00],
       [ 3.35809251e-01],
       [-6.61473986e-01],
       [-1.11388887e-01],
       [ 5.30043812e-02],
       [-3.42413162e-01],
       [ 2.74659181e-01],
       [-5.70993064e-01],
       [-6.92641250e-02],
       [ 2.64128939e-01],
       [-8.60851076e-02],
       [ 3.66080219e-02],
       [-1.00842860e-01],
       [-8.42725728e-01],
       [-2.62235004e-01],
       [-2.69308160e-01],
       [ 7.33602502e-01],
       [-2.57067809e-01],
       [ 2.04674473e-02],
       [ 5.30529514e-01],
       [-1.69062274e-01],
       [-1.01469171e-01],
       [ 1.09214192e-01],
       [ 1.23477639e+00],
       [ 1.32128667e-02],
       [-1.10431426e-01],
       [-5.60675304e-02],
       [ 1.11765525e+00],
       [ 8.39136602e-02],
       [ 4.23236831e-01],
       [ 6.96628250e-02],
       [ 1.23949055e+00],
       [-2.33896954e-02],
       [-7.00525622e-01],
       [ 1.81660090e-01],
       [-6.73357706e-02],
       [ 3.08202475e-01],
       [ 5.04302000e-01],
       [-5.22662463e-01],
       [-3.69451402e-03],
       [ 3.86388863e-01],
       [ 1.42052517e-01],
       [ 3.52873899e-01],
       [ 2.19104595e-01],
       [ 3.93529903e-01],
       [ 2.72354459e-01],
       [ 3.18040472e-02],
       [-4.52047512e-02],
       [-1.74551887e-01],
       [-5.27316960e-02],
       [-8.21528852e-02],
       [-8.76105830e-01],
       [-5.53675234e-01],
       [-4.60114676e-01],
       [-4.05122453e-02],
       [ 1.00665547e-01],
       [-1.84214513e-01],
       [ 3.22510677e-01],
       [-1.03354466e-01],
       [-4.03593271e-01],
       [-9.46317043e-02],
       [-5.00417270e-01],
       [-6.68980317e-02],
       [-6.13141908e-02],
       [-4.26058121e-01],
       [ 1.47124800e-01],
       [ 3.58703543e-01],
       [-2.25596072e-02],
       [-1.31576362e-01],
       [-6.52734442e-01],
       [-1.20775479e-01],
       [ 8.12084542e-02],
       [-5.21209990e-01],
       [ 5.17260636e-02],
       [-4.21470029e-02],
       [-4.00257461e-02],
       [ 1.05095869e+00],
       [ 1.11953933e-01],
       [-1.75174284e-01],
       [-2.76552077e-01],
       [ 5.52522218e-01],
       [ 1.65797506e-01],
       [-2.74539604e-01],
       [-4.41515249e-01],
       [-2.23344196e-01],
       [-7.73061787e-01],
       [-7.58463160e-02],
       [ 5.83902739e-01],
       [ 1.49576481e-01],
       [ 1.53322095e-02],
       [-1.45951739e-01],
       [-1.21112603e-02],
       [ 3.79504898e-01],
       [-5.44964171e-01],
       [-1.34439766e+00],
       [ 6.51907566e-01],
       [-7.87923441e-01],
       [-9.23119352e-02],
       [-2.05873769e-01],
       [-7.56315727e-01],
       [ 1.72358155e-02],
       [-1.70906587e-01],
       [ 9.15461160e-02],
       [ 3.56170964e-01],
       [ 2.23824476e-01],
       [-5.61063972e-02],
       [-3.09593441e-01],
       [-5.21682452e-02],
       [-3.69423288e-01],
       [-3.21907975e-01],
       [ 7.12867440e-01],
       [-4.17737684e-01],
       [ 1.89021920e-01],
       [ 1.13825984e-02],
       [-1.25340093e-01],
       [ 3.10293989e-01],
       [-6.44156570e-01],
       [ 6.70909387e-01],
       [ 6.64442582e-01],
       [ 1.68453820e-01],
       [ 9.31424504e-03],
       [-2.69954768e-01],
       [ 9.03551988e-02],
       [ 3.00253043e-01],
       [-1.62941794e-01],
       [-3.56220996e-02],
       [-4.12486368e-01],
       [-5.67400217e-02],
       [ 9.47075830e-02],
       [ 1.88817443e-01],
       [ 2.18004334e-01],
       [-1.03504583e+00],
       [-2.23956936e-01],
       [-1.34110910e-01],
       [-3.01208772e-02],
       [ 1.98886910e-01],
       [ 7.88111449e-02],
       [-1.84921621e-02],
       [ 2.12158147e-01],
       [ 3.20920352e-03],
       [-1.68503307e-01],
       [ 1.32035572e-01],
       [-9.35472907e-03],
       [-1.30735666e-01],
       [-9.14761762e-02],
       [ 2.67513085e-01],
       [ 3.84136899e-01],
       [-2.49205939e-03],
       [ 5.76664326e-02],
       [-1.36602278e-02],
       [-5.92393033e-02],
       [-2.45931396e-01],
       [ 3.86613661e-01],
       [ 1.16747629e-01],
       [-3.37511438e-01],
       [-1.94442866e-01],
       [-6.26797932e-01],
       [ 1.36824304e-02],
       [-5.23181259e-02],
       [-3.23963384e-01],
       [-3.48782575e-01],
       [-3.57322508e-01],
       [-9.10964278e-01],
       [-3.16067852e-02],
       [-1.02376410e+00],
       [-3.94237382e-02],
       [-5.71672293e-01],
       [-1.07661786e+00],
       [-3.41822846e-01],
       [ 1.52354899e-02],
       [-3.30797195e-02],
       [-4.31952913e-03],
       [ 5.48143520e-02],
       [ 7.18456689e-01],
       [-1.01201074e-02],
       [ 6.53922559e-01],
       [-2.45549146e-01],
       [ 3.23464628e-02],
       [ 1.86374675e-01],
       [ 6.25598582e-02],
       [-8.62747075e-01],
       [ 1.29227884e-02],
       [ 2.00804069e-01],
       [ 1.10829862e-01],
       [ 7.21564686e-03],
       [-3.93681838e-03],
       [ 2.99922309e-01],
       [-4.39510233e-01],
       [ 7.03248730e-02],
       [-1.43767883e-01],
       [-8.96299803e-02],
       [ 1.88854962e-01],
       [ 1.16196156e+00],
       [-5.41274025e-02],
       [ 3.36178604e-02],
       [-3.69107920e-01],
       [-4.46489068e-01],
       [ 1.23945955e-01],
       [-2.65279132e-01],
       [-2.96461413e-01],
       [ 8.94012208e-01],
       [-4.08898161e-03],
       [-3.62969839e-01],
       [ 1.02583057e-01],
       [ 1.17442570e+00],
       [-3.23952921e-01],
       [-6.59433588e-01],
       [ 2.87765505e-03],
       [ 4.07495972e-02],
       [-2.36854454e-01],
       [ 2.59102605e-01],
       [-1.25162149e+00],
       [ 1.35202834e-01],
       [-2.48414478e-01],
       [ 8.02530718e-01],
       [-2.08152268e-04],
       [ 3.13919756e-02],
       [ 7.92426611e-02],
       [ 7.55385719e-02],
       [-3.93120793e-01],
       [ 3.65363709e-01],
       [ 2.05728117e-03],
       [ 4.47025057e-03],
       [-2.45463363e-02],
       [ 2.95124994e-02],
       [-3.14318089e-01],
       [-1.10615467e+00],
       [ 1.63992942e-01],
       [ 1.07093406e-01],
       [-3.57009381e-02],
       [ 3.79456663e-02],
       [-1.39814263e+00],
       [-1.43189542e-01],
       [-9.71960035e-02],
       [ 2.47307397e-01],
       [-1.92816536e-01],
       [ 1.25553735e-02],
       [ 1.96865702e-01],
       [-4.22120734e-01],
       [ 3.42604086e-03],
       [ 9.07627023e-04],
       [ 1.86336272e-02],
       [ 2.65304883e-01],
       [-2.77485911e-01],
       [-2.24408074e-01],
       [ 3.05551732e-02],
       [-4.52267123e-01],
       [-1.67635562e-01],
       [-2.11373468e-01],
       [ 5.17154727e-01],
       [ 9.32547031e-02],
       [ 6.29949786e-01],
       [ 5.21925296e-02],
       [-2.74773956e-01],
       [ 1.97793097e-01],
       [-3.99605854e-03],
       [ 5.10475508e-05],
       [-1.65098745e-01],
       [ 7.80762978e-01],
       [ 4.25845288e-02],
       [ 3.02475662e-01],
       [-1.30797239e-01],
       [-1.48210390e-01],
       [-7.93183126e-01],
       [-2.04103868e-01],
       [ 1.43437047e-02],
       [ 7.61358770e-03],
       [-1.38811019e-01],
       [ 1.02105588e-01],
       [-4.60089526e-01],
       [ 1.02212111e-02],
       [-1.27992609e-01],
       [-4.60093066e-01],
       [ 1.31890720e-01],
       [-1.80646306e-01],
       [ 1.97748382e-04],
       [ 3.54386772e-01],
       [-2.24764160e-01],
       [ 6.47576264e-02],
       [-1.31358287e+00],
       [-9.76917851e-02],
       [ 4.03799424e-01],
       [ 4.29614689e-01],
       [ 2.04521614e-02],
       [ 2.29129789e-01],
       [-2.61040745e-02],
       [-7.17455458e-02],
       [-2.62155639e-01],
       [-1.51174753e-01],
       [ 8.15673711e-02],
       [ 3.73833321e-01],
       [ 7.22202349e-02],
       [-7.50094903e-01],
       [-4.31873584e-01],
       [-3.58902141e-04],
       [-2.40925970e-01],
       [-6.98253132e-01],
       [-1.79482984e-01],
       [ 6.32533989e-03],
       [-2.15755701e-01],
       [ 1.14588237e-01],
       [ 5.21606441e-02],
       [-1.88545423e-01],
       [ 7.19772277e-02],
       [ 9.06938479e-01],
       [-2.48643203e-01],
       [ 7.81332859e-01],
       [-5.90791751e-01],
       [-2.64958428e-01],
       [-4.00150039e-02],
       [-8.93800703e-02],
       [-5.53670124e-01],
       [-7.64069294e-03],
       [ 2.21324314e-02],
       [-4.28183101e-01],
       [-1.24844978e-01],
       [-1.92373221e-03],
       [ 2.09326804e-02],
       [ 5.76881970e-02],
       [ 1.92560842e-01],
       [-2.70530958e-01],
       [ 1.48097279e-02],
       [ 3.51007045e-01],
       [ 1.65156189e-01],
       [ 2.52743204e-01],
       [ 3.98146263e-01],
       [ 5.03250292e-01],
       [ 6.55313064e-01],
       [-6.46520900e-01],
       [ 3.08230486e-01],
       [ 5.67893546e-03],
       [ 5.57860878e-02],
       [ 5.99926857e-02],
       [ 1.52263852e-01],
       [ 6.89223750e-02],
       [-6.25882501e-02]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 1.05580935e-01],
       [ 5.13477683e-02],
       [-5.44029869e-01],
       [-8.43328287e-01],
       [ 4.48219103e-01],
       [ 4.23564222e-01],
       [ 9.81778283e-01],
       [-1.15279829e+00],
       [ 4.81491849e-01],
       [ 3.05204839e-01],
       [-6.53990453e-01],
       [ 3.92535876e-01],
       [ 4.49285147e-01],
       [ 4.06879994e-02],
       [-7.26031358e-01],
       [-2.29483079e-01],
       [-8.03198773e-01],
       [-2.55000498e-01],
       [-3.76631073e-01],
       [ 2.82626164e-01],
       [ 8.54046219e-01],
       [-4.33111955e-02],
       [-5.00171392e-01],
       [ 4.18379499e-01],
       [-2.30506904e-02],
       [-5.54320617e-01],
       [-1.49706483e-01],
       [ 1.24523385e-01],
       [-1.57037037e-01],
       [ 2.13726341e-01],
       [ 2.41322728e-01],
       [ 4.30391561e-01],
       [ 2.63871337e-01],
       [ 5.96146723e-01],
       [-5.09453920e-01],
       [ 8.38593753e-02],
       [-1.29113760e+00],
       [ 6.37294646e-01],
       [-4.40859020e-01],
       [ 5.69369131e-01],
       [-1.47130581e-01],
       [-5.03170093e-01],
       [-4.66306429e-02],
       [-2.26827716e-02],
       [ 1.79812669e-01],
       [-3.71519133e-02],
       [ 2.66586156e-01],
       [-3.55013679e-01],
       [ 1.31182583e-01],
       [-5.95477665e-01],
       [ 1.11787054e+00],
       [-4.14496888e-01],
       [ 6.47121732e-02],
       [-4.69489332e-01],
       [ 4.66746271e-01],
       [-7.15438997e-01],
       [ 4.27099657e-01],
       [-3.93542964e-01],
       [-4.58951899e-01],
       [ 6.71001464e-01],
       [-2.59211957e-01],
       [ 4.19658324e-01],
       [-3.86197997e-01],
       [-1.83826144e-01],
       [-7.59115485e-01],
       [ 7.72388056e-01],
       [ 1.98603966e-01],
       [ 3.82701968e-01],
       [-5.38591288e-01],
       [-7.66190240e-01],
       [ 4.36785150e-02],
       [-6.42552172e-01],
       [-4.61500211e-01],
       [-4.84751384e-01],
       [ 6.23287523e-01],
       [ 8.24206300e-02],
       [-5.70744580e-01],
       [-1.69153614e-01],
       [-4.52881291e-01],
       [-2.28619348e-01],
       [ 1.30321690e-01],
       [ 4.66738125e-01],
       [-2.74890244e-01],
       [ 3.18196693e-01],
       [-1.37437108e+00],
       [-1.33206996e-01],
       [ 1.67754961e-01],
       [-2.98660651e-01],
       [ 5.06867376e-01],
       [ 3.44836883e-01],
       [ 1.30632540e+00],
       [-1.60281548e-01],
       [ 6.35799149e-02],
       [-3.05137966e-01],
       [-8.26698229e-01],
       [-5.96719507e-01],
       [-4.72186771e-01],
       [ 4.73850503e-01],
       [ 4.72414704e-01],
       [-2.41936498e-01],
       [-5.90332346e-01],
       [ 5.69219652e-01],
       [ 7.42532549e-01],
       [-4.56425757e-01],
       [-3.83787518e-01],
       [-4.63935059e-01],
       [ 5.84538999e-02],
       [-2.36808627e-01],
       [ 1.07337876e-02],
       [ 2.34524163e-01],
       [ 2.02478683e-01],
       [ 9.03240109e-02],
       [ 3.06732633e-01],
       [ 3.00555044e-01],
       [-3.60368027e-01],
       [ 3.10051623e-01],
       [-8.93925089e-01],
       [ 2.59774028e-01],
       [-9.12042780e-01],
       [-1.26090027e-01],
       [-3.08410003e-01],
       [ 1.66752878e-01],
       [-1.20201089e+00],
       [-5.65112979e-01],
       [-7.70328430e-01],
       [ 3.89793303e-01],
       [ 6.36804882e-01],
       [-4.65940923e-01],
       [ 4.60967052e-01],
       [-4.47230886e-01],
       [-6.89187313e-01],
       [-4.65659095e-01],
       [-3.01726917e-01],
       [ 5.73643831e-01],
       [-2.20138668e-01],
       [ 2.29052761e-01],
       [-1.76321185e-02],
       [ 8.18976170e-01],
       [-4.98109993e-01],
       [-6.98728566e-01],
       [ 1.90516940e-01],
       [-7.34582698e-01],
       [ 2.83921869e-01],
       [ 1.94894106e-01],
       [ 5.85769233e-02],
       [ 1.56221075e-01],
       [-4.43945785e-01],
       [-1.57727546e-01],
       [-1.62797347e-02],
       [ 2.35622268e-01],
       [-6.86856003e-01],
       [-9.06942482e-02],
       [ 1.77861158e-01],
       [-2.39650052e-01],
       [-1.75858250e-01],
       [-1.01433104e+00],
       [ 2.45271736e-01],
       [ 4.70121382e-01],
       [-1.25407135e-01],
       [ 6.29142092e-01],
       [-5.42630287e-01],
       [-9.78780532e-01],
       [ 4.47199896e-01],
       [-3.02696921e-01],
       [-5.78281601e-01],
       [ 6.74056165e-01],
       [-1.50698605e-01],
       [-8.77742112e-01],
       [ 2.69628829e-02],
       [-6.13346189e-01],
       [-1.33879316e-01],
       [-4.87991689e-01],
       [ 3.90737288e-01],
       [-3.37575594e-01],
       [ 4.05058333e-01],
       [-3.06994242e-01],
       [-5.99565388e-01],
       [ 7.35220221e-01],
       [-3.80226246e-01],
       [ 1.14981466e-02],
       [-5.90919023e-01],
       [-9.43079391e-01],
       [ 7.42205986e-01],
       [-3.70730955e-01],
       [ 3.07190904e-01],
       [ 6.94197476e-01],
       [ 3.37861385e-01],
       [ 1.37356085e-02],
       [ 8.09508286e-01],
       [-6.00682937e-01],
       [-5.99173459e-01],
       [ 1.13274822e-01],
       [-5.45578601e-01],
       [-1.16236235e-01],
       [ 7.56821105e-01],
       [-3.54039777e-01],
       [ 3.56930123e-01],
       [ 1.04328179e+00],
       [ 1.96709288e-01],
       [-1.66174904e-01],
       [-3.38511620e-01],
       [-1.57797722e-01],
       [-9.37639189e-01],
       [ 1.19137418e-01],
       [ 4.55000973e-01],
       [-5.52651839e-01],
       [-1.96804939e-01],
       [-3.37482551e-01],
       [ 4.77875744e-02],
       [-5.63965442e-01],
       [-1.37592271e-01],
       [ 1.86352022e-01],
       [-5.04939029e-02],
       [ 7.77403522e-01],
       [-3.88356210e-01],
       [-8.24556649e-02],
       [ 8.81250516e-01],
       [ 4.43448450e-01],
       [-3.65422326e-01],
       [ 5.09027539e-01],
       [ 4.47491469e-01],
       [ 1.26565299e-01],
       [-8.75390619e-02],
       [ 8.17763497e-01],
       [ 2.81790768e-01],
       [ 7.45764135e-03],
       [ 9.09416577e-01],
       [-7.52027638e-01],
       [ 4.86066943e-02],
       [-8.42393596e-02],
       [-8.75147047e-01],
       [ 1.93627643e-01],
       [-9.29467867e-02],
       [-4.41793522e-01],
       [ 7.11701304e-02],
       [-2.34082233e-01],
       [-2.87374892e-01],
       [ 3.10734124e-01],
       [-1.97881020e-01],
       [-1.11613602e-01],
       [ 3.58256161e-01],
       [ 5.45841807e-01],
       [-2.49436350e-01],
       [ 2.31759482e-01],
       [ 5.84389639e-01],
       [ 1.74341372e-01],
       [-9.33913771e-02],
       [-2.03442674e-01],
       [-2.36114447e-01],
       [ 2.86509815e-01],
       [ 5.21983638e-01],
       [ 9.89830848e-02],
       [-6.94546517e-01],
       [-1.19088203e-01],
       [-1.18060033e+00],
       [-2.82122324e-01],
       [ 7.86234479e-01],
       [-1.05022387e-01],
       [ 3.62374441e-01],
       [ 1.02071713e+00],
       [-9.66967719e-02],
       [-1.11073141e-01],
       [-4.83221956e-01],
       [ 3.07287032e-01],
       [ 2.93059559e-01],
       [-4.62948061e-01],
       [ 2.26290634e-01],
       [ 1.92987435e-01],
       [ 4.30354103e-01],
       [-4.36678199e-01],
       [ 3.93374178e-01],
       [ 8.16648314e-01],
       [-4.39313936e-01],
       [ 8.83093049e-02],
       [ 1.62818628e-01],
       [ 7.32130304e-01],
       [ 1.34715432e+00],
       [-8.30188821e-01],
       [-2.40089496e-01],
       [ 1.04695611e-01],
       [ 2.95509152e-01],
       [-5.44755079e-01],
       [-5.42030966e-01],
       [-1.52447545e-01],
       [ 8.43317309e-01],
       [ 3.89979049e-01],
       [-4.30949179e-02],
       [ 6.15769693e-01],
       [-1.12560594e+00],
       [-4.61331178e-01],
       [ 3.23000930e-01],
       [-5.72816841e-01],
       [ 4.10203850e-01],
       [-9.01655285e-01],
       [-1.09464084e+00],
       [-2.59293574e-01],
       [-7.37301494e-01],
       [-4.22710347e-01],
       [-1.21487884e-01],
       [-1.30934272e-01],
       [ 9.48514865e-02],
       [-3.93973476e-01],
       [-6.21607549e-02],
       [-2.46455302e-01],
       [-3.13189129e-01],
       [ 7.92556476e-02],
       [-5.09038155e-02],
       [-2.79151046e-01],
       [ 1.12012746e+00],
       [-7.16884677e-02],
       [ 5.79799968e-02],
       [ 2.17908923e-01],
       [ 7.37100501e-02],
       [ 8.97717338e-01],
       [-1.15070980e-01],
       [ 3.79398631e-01],
       [ 1.48250725e-01],
       [ 2.39574904e-04],
       [ 1.83622543e-01],
       [ 3.94834764e-01],
       [-1.07393177e-02],
       [ 8.81506873e-02],
       [ 7.74062984e-01],
       [-3.29699172e-01],
       [-4.93091230e-02],
       [-4.51509559e-01],
       [-2.34514020e-01],
       [-4.92214534e-02],
       [ 3.43068051e-01],
       [ 6.66578324e-02],
       [-3.45331330e-01],
       [-3.35566940e-02],
       [ 9.95029669e-01],
       [ 1.68108491e-01],
       [-8.42909513e-02],
       [-5.64349593e-03],
       [ 1.80277598e-02],
       [-3.31158696e-01],
       [-8.51332654e-01],
       [-7.31853903e-01],
       [ 7.55906037e-01],
       [-1.72545910e-01],
       [-4.57504937e-02],
       [ 1.13107780e-02],
       [-6.09881185e-02],
       [-2.27684861e-01],
       [-1.13910681e-01],
       [ 1.66742012e-01],
       [-4.42990458e-02],
       [-5.98998225e-02],
       [-7.74672643e-01],
       [ 4.74797303e-02],
       [ 2.32625286e-01],
       [-9.58883461e-02],
       [-1.04852358e+00],
       [-5.17523255e-01],
       [ 1.27417875e-01],
       [-2.11337129e-01],
       [ 4.12533059e-03],
       [-7.01928237e-01],
       [ 5.00030087e-01],
       [ 2.99654385e-02],
       [ 4.29715109e-01],
       [ 3.79677189e-01],
       [ 1.09296120e-01],
       [-4.02066612e-01],
       [ 2.10373339e-01],
       [ 4.71210779e-01],
       [-2.53855185e-01],
       [ 4.16215639e-01],
       [ 1.24007284e-01],
       [ 9.71843363e-01],
       [-4.19478981e-01],
       [-3.65433877e-01],
       [-4.37858874e-01],
       [ 4.10267704e-01],
       [ 5.76556774e-01],
       [ 5.68382877e-01],
       [-5.95934447e-02],
       [ 7.72428947e-03],
       [ 1.03331141e+00],
       [-3.80274910e-01],
       [-1.00749688e+00],
       [ 3.40043766e-01],
       [-4.52926733e-02],
       [ 8.68704095e-02],
       [ 9.54083015e-02],
       [ 2.62765640e-04],
       [ 6.52478296e-01],
       [-1.10374162e+00],
       [ 1.06638730e-01],
       [ 1.22166462e-02],
       [ 1.69347840e-01],
       [ 8.68137167e-01],
       [-1.93528817e-01],
       [-1.06202052e-01],
       [-2.28559336e-01],
       [ 6.68820902e-02],
       [ 1.85529542e-01],
       [-8.75700020e-01],
       [-8.04401281e-03],
       [ 1.49042749e-01],
       [ 6.30239743e-01],
       [-2.05614893e-02],
       [ 1.26913008e-01],
       [ 3.34533136e-01],
       [ 2.43086444e-02],
       [-1.12698107e-02],
       [-4.18800677e-01],
       [ 3.12270255e-01],
       [ 7.09081072e-01],
       [ 4.22417822e-01],
       [-3.25868513e-01],
       [-1.16788659e+00],
       [-2.18188986e-02],
       [-1.66857857e-01],
       [-1.02450251e-03],
       [-4.24397806e-02],
       [ 5.89280689e-01],
       [ 3.63760264e-01],
       [ 1.06948678e-01],
       [-3.06939264e-01],
       [ 5.96762074e-03],
       [ 8.40258779e-01],
       [-2.20063587e-01],
       [-4.12353860e-01],
       [-6.24622927e-01],
       [ 8.87846326e-02],
       [ 5.60646503e-01],
       [ 1.22197694e-01],
       [ 3.15220391e-01],
       [ 1.57542841e-01],
       [ 1.65194828e+00],
       [ 4.23803631e-02],
       [ 1.23461878e+00],
       [ 2.19753336e-01],
       [-5.62386950e-01],
       [ 1.70599202e-02],
       [ 2.77524827e-01],
       [ 2.42873521e-01],
       [-5.78257440e-01],
       [-1.39362564e-01],
       [ 1.07493338e+00],
       [-1.32960064e-01],
       [ 5.12429319e-02],
       [-2.41967571e-01],
