,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [-1.52201899e-01],
       [-1.47238749e-01],
       [ 3.81727585e-01],
       [-2.42480453e-01],
       [ 4.98915044e-01],
       [ 4.56990559e-01],
       [-4.67241123e-01],
       [-1.45139053e-01],
       [ 4.63001421e-01],
       [-5.47491939e-01],
       [-2.33516261e-03],
       [-1.47671489e-02],
       [ 4.39989031e-01],
       [ 5.66230045e-01],
       [-3.97256498e-01],
       [-3.07333167e-01],
       [ 1.29908300e-01],
       [ 2.02153552e-01],
       [-1.55378309e-01],
       [ 5.88147683e-01],
       [ 1.77293788e-01],
       [-3.98241638e-01],
       [ 2.27379449e-01],
       [ 5.94300260e-01],
       [ 1.38535788e-01],
       [ 3.27778748e-01],
       [ 1.90199198e-01],
       [ 3.61083452e-01],
       [ 3.55624137e-01],
       [ 1.68042750e-01],
       [ 4.21992296e-01],
       [ 4.43204812e-01],
       [ 6.87679136e-02],
       [-2.88759565e-02],
       [ 3.09664025e-01],
       [-3.86946908e-01],
       [ 2.93935732e-01],
       [ 2.19844067e-01],
       [-4.96526250e-01],
       [-7.34017336e-03],
       [-1.38595579e-01],
       [-1.00539580e-01],
       [ 6.20577047e-03],
       [-5.50528014e-01],
       [-1.58679225e-02],
       [ 8.44116954e-02],
       [ 2.93750570e-01],
       [ 5.10225451e-01],
       [-4.44923655e-01],
       [ 2.78651866e-01],
       [-2.67991899e-01],
       [ 8.38384442e-01],
       [ 2.33405336e-04],
       [ 7.77076883e-02],
       [-1.24752539e-01],
       [ 3.46867569e-01],
       [-6.41591981e-01],
       [-5.55179217e-01],
       [ 2.64262025e-01],
       [-1.18554261e-01],
       [-6.10735668e-01],
       [ 4.71166101e-01],
       [ 1.07832869e-01],
       [ 8.01207223e-01],
       [-9.34821005e-01],
       [ 1.55449180e-01],
       [-1.21625463e+00],
       [-5.57827949e-01],
       [-8.09521047e-01],
       [-1.93950368e-01],
       [ 3.17718736e-01],
       [-2.11931785e-01],
       [-4.06677017e-01],
       [-7.47851588e-01],
       [ 1.14398267e-01],
       [-3.15953987e-01],
       [-5.93276622e-01],
       [ 3.02757352e-01],
       [-1.96535243e-01],
       [ 2.94067595e-02],
       [ 1.28292642e-01],
       [ 3.78923531e-01],
       [ 2.18621486e-01],
       [-1.23073596e-01],
       [ 2.00422532e-01],
       [-7.15858223e-02],
       [ 2.08665766e-01],
       [-2.33909765e-01],
       [-4.12469175e-01],
       [-6.39795988e-01],
       [ 1.12859624e-01],
       [-8.33176108e-01],
       [ 5.37535831e-01],
       [ 4.37486919e-02],
       [-1.12256217e-01],
       [ 3.53732115e-01],
       [-3.38102303e-01],
       [-1.29014134e+00],
       [ 2.55606571e-01],
       [-2.59448896e-01],
       [ 1.64541025e+00],
       [ 1.95388749e-01],
       [ 6.92384120e-02],
       [-2.99867600e-01],
       [ 1.73938741e-01],
       [ 8.58237682e-01],
       [-4.34302639e-01],
       [-4.85205546e-01],
       [ 1.16939732e+00],
       [-5.25924435e-01],
       [ 5.54428510e-01],
       [ 1.55612575e-02],
       [ 2.39607740e-01],
       [ 2.65987303e-01],
       [-3.50693123e-01],
       [-1.52540262e-01],
       [ 2.31293366e-02],
       [-3.67032894e-01],
       [-3.30381269e-01],
       [-1.52859582e-01],
       [ 2.27824380e-02],
       [-1.88489222e-02],
       [-8.21568353e-02],
       [-4.69010816e-03],
       [ 4.39216557e-03],
       [ 1.03947143e-01],
       [-6.64633074e-01],
       [ 3.19177619e-01],
       [ 4.49050015e-01],
       [ 2.02263419e-01],
       [ 4.62170627e-01],
       [-7.80104304e-02],
       [ 4.49081169e-02],
       [ 5.57647131e-01],
       [-2.86511321e-01],
       [-4.78229523e-01],
       [ 5.13445873e-01],
       [-4.45414563e-01],
       [-9.09578654e-01],
       [-4.39777242e-01],
       [-6.87180775e-01],
       [-4.58962418e-01],
       [-3.82963154e-01],
       [-3.05527345e-01],
       [-8.75146111e-01],
       [-1.74060797e-02],
       [-2.82191243e-01],
       [-1.63311870e-01],
       [-8.63018025e-03],
       [-4.19996857e-01],
       [ 3.11428053e-01],
       [ 5.11693039e-01],
       [-3.31015498e-01],
       [ 8.51615424e-02],
       [ 2.75218827e-01],
       [ 4.94693195e-01],
       [ 5.10553450e-01],
       [ 2.74710339e-01],
       [ 7.26847011e-01],
       [ 1.29992458e-01],
       [ 7.40719091e-01],
       [ 6.84949918e-02],
       [ 6.86904754e-01],
       [ 1.06578669e-01],
       [ 4.78845776e-01],
       [ 2.31620146e-01],
       [ 5.20198167e-02],
       [-3.11104616e-01],
       [ 4.30456293e-01],
       [ 5.06799611e-01],
       [-2.10220469e-01],
       [-6.37999691e-01],
       [ 2.04835019e-03],
       [ 1.22916339e-01],
       [ 4.61949135e-01],
       [ 2.43431806e-01],
       [ 2.39181567e-01],
       [ 2.58185717e-01],
       [-2.79670698e-01],
       [ 3.70616911e-03],
       [-3.68153163e-04],
       [-1.68791181e-01],
       [ 2.44221091e-01],
       [-1.64200642e-02],
       [ 8.11674711e-01],
       [ 5.98052733e-01],
       [-4.71622759e-01],
       [ 1.59249664e-01],
       [-7.57390692e-02],
       [ 2.07870986e-02],
       [ 2.72198492e-01],
       [ 9.63690554e-02],
       [ 1.17023544e-01],
       [ 7.31335581e-02],
       [ 4.68258259e-01],
       [-4.39522127e-01],
       [ 6.40757683e-01],
       [ 3.86361946e-01],
       [ 4.61309932e-01],
       [ 7.05469079e-01],
       [-3.54782682e-01],
       [ 6.01301000e-01],
       [ 2.49205601e-01],
       [ 1.07333410e-01],
       [-2.04762945e-01],
       [ 5.46526469e-01],
       [ 3.94488213e-01],
       [ 3.50386814e-01],
       [ 2.75009135e-02],
       [ 6.40473245e-01],
       [ 9.09124233e-01],
       [-2.21755371e-01],
       [ 2.75651994e-01],
       [ 8.46946920e-01],
       [ 8.30115367e-01],
       [-3.34796533e-01],
       [ 5.45315228e-01],
       [ 7.42532916e-01],
       [ 5.94987393e-01],
       [ 1.93281176e-01],
       [ 3.32519928e-01],
       [ 3.54827755e-01],
       [-6.59389578e-03],
       [-4.53407155e-01],
       [ 1.48600156e-01],
       [ 3.68883693e-01],
       [-1.01760466e+00],
       [-6.69001917e-01],
       [-6.39134636e-01],
       [ 3.67365827e-01],
       [ 1.63602353e-01],
       [-4.97212136e-01],
       [-1.40080855e-01],
       [ 8.13077962e-01],
       [-9.53268439e-02],
       [-2.27645755e-01],
       [ 1.37452211e-01],
       [ 2.77031632e-01],
       [-1.24312590e-01],
       [ 7.05133304e-01],
       [-9.42583683e-02],
       [-2.53467878e-01],
       [-4.79230834e-02],
       [ 2.12319350e-01],
       [-1.03102072e-01],
       [-4.69795264e-01],
       [-1.67967523e-01],
       [ 1.11652227e+00],
       [-1.20222122e-02],
       [ 4.61544029e-01],
       [-3.18168723e-01],
       [-2.30033466e-01],
       [ 2.67677150e-01],
       [ 2.25013100e-01],
       [ 1.17720567e+00],
       [ 3.59339407e-01],
       [-4.40014540e-01],
       [-6.91437517e-02],
       [ 1.64502035e-01],
       [-1.38375342e+00],
       [-2.18747525e-01],
       [-3.44828581e-02],
       [ 1.71609259e-01],
       [-1.18539263e+00],
       [ 7.88970015e-02],
       [-4.34483209e-01],
       [ 1.51101743e-03],
       [-6.98804917e-01],
       [ 7.77833310e-01],
       [ 7.38918299e-01],
       [ 3.49427842e-01],
       [ 1.64543513e-01],
       [ 7.33178402e-02],
       [ 5.56585324e-01],
       [ 4.19844359e-01],
       [-1.38802346e-02],
       [ 1.94006428e-02],
       [ 2.41601449e-01],
       [ 1.01759228e+00],
       [-4.37185819e-01],
       [ 1.04288295e-02],
       [ 1.92357130e-01],
       [ 5.16722351e-01],
       [ 3.85173928e-01],
       [-1.09500160e-01],
       [-4.29193702e-01],
       [-2.61545988e-01],
       [-1.18988722e-01],
       [ 3.43683370e-01],
       [-1.97271956e-02],
       [-4.27569960e-01],
       [ 1.56328904e-02],
       [ 4.95756647e-01],
       [-2.63791824e-01],
       [-1.42976212e-01],
       [-2.19052611e-01],
       [-2.03573568e-03],
       [ 5.62567536e-02],
       [-7.79572154e-01],
       [-2.17629695e-01],
       [-1.87294840e-01],
       [-7.29677234e-01],
       [-2.63636078e-01],
       [-6.09253240e-01],
       [-5.92020160e-01],
       [-6.07701693e-01],
       [ 4.22762825e-01],
       [ 1.92184421e-01],
       [-1.19183627e-01],
       [ 1.49174031e-02],
       [-4.46809991e-01],
       [ 4.29608632e-01],
       [-6.54321204e-02],
       [-3.28973021e-02],
       [ 5.09701482e-01],
       [ 4.00874544e-01],
       [-2.51506531e-01],
       [ 7.12173225e-01],
       [ 7.96545263e-02],
       [ 2.37849816e-01],
       [ 1.67734625e-01],
       [ 4.20708173e-01],
       [ 2.07614568e-01],
       [ 1.77721135e-01],
       [ 1.84094948e-01],
       [ 3.51501954e-01],
       [ 1.60339676e-01],
       [ 5.45194248e-01],
       [ 1.22215592e-01],
       [ 4.40760460e-01],
       [ 2.24068004e-01],
       [ 4.13819864e-01],
       [-3.61357555e-01],
       [-2.02766652e-01],
       [ 5.01176372e-01],
       [ 1.15726671e-01],
       [-1.05636082e-02],
       [ 1.30310370e-02],
       [-3.94527639e-01],
       [ 5.13355079e-01],
       [ 3.35063389e-01],
       [ 4.94819692e-01],
       [-7.56793850e-02],
       [-4.10068212e-02],
       [-4.35833647e-01],
       [-4.47505451e-01],
       [-1.79556687e-01],
       [-3.43163517e-01],
       [-2.82393778e-02],
       [ 2.65943629e-01],
       [-1.88808341e-01],
       [-1.65833346e-01],
       [-1.27096697e-01],
       [-2.65833930e-01],
       [-4.45556024e-01],
       [-3.89233366e-01],
       [ 2.66602592e-01],
       [ 1.03255230e-01],
       [-7.20835314e-02],
       [-3.91873171e-02],
       [ 3.44357334e-01],
       [-1.37422273e-01],
       [ 3.50863003e-01],
       [ 1.57097904e-02],
       [ 9.68464023e-02],
       [-5.12252852e-03],
       [ 3.41887409e-01],
       [ 2.93115218e-01],
       [-1.60669762e-03],
       [ 2.35678872e-01],
       [ 8.89581128e-02],
       [ 1.70860299e-02],
       [ 2.69230485e-02],
       [-2.86956211e-02],
       [-4.76787150e-02],
       [-3.72289791e-01],
       [ 7.22817444e-02],
       [-3.84704191e-01],
       [ 4.09351835e-01],
       [ 2.43133757e-01],
       [-3.32717862e-01],
       [ 1.63887468e-01],
       [ 3.11331507e-01],
       [-2.13815739e-01],
       [ 6.03184026e-02],
       [-5.34871163e-01],
       [ 1.29741079e-01],
       [-1.57797743e-01],
       [ 2.81562997e-01],
       [ 2.68935798e-02],
       [ 3.58403134e-02],
       [-1.53677200e-01],
       [-5.28651824e-02],
       [-3.53121436e-01],
       [-4.60362755e-01],
       [-7.47066882e-02],
       [-4.49542017e-01],
       [ 2.57388972e-01],
       [-3.47935536e-01],
       [-1.07068222e-01],
       [ 1.00317937e-01],
       [ 3.95273346e-01],
       [ 2.24955303e-01],
       [ 5.79180158e-03],
       [ 1.82106908e-01],
       [ 6.43002106e-01],
       [-3.70722710e-01],
       [ 4.75298377e-01],
       [-1.12745466e-01],
       [-4.85713500e-01],
       [ 2.62189198e-01],
       [-1.74206193e-01],
       [ 4.15404432e-02],
       [ 4.44135998e-01],
       [-3.26459268e-01],
       [ 1.27702887e-01],
       [-4.80932852e-01],
       [ 3.27088188e-01],
       [ 1.30722966e-02],
       [-4.89086100e-01],
       [-7.27289727e-01],
       [ 2.32714117e-02],
       [-9.29238775e-03],
       [-1.90136762e-02],
       [-3.45569625e-03],
       [-3.62789828e-03],
       [ 6.02486461e-02],
       [-1.34491849e-02],
       [ 1.76200867e-01],
       [ 2.28308379e-02],
       [ 1.76845326e-02],
       [ 2.97804855e-01],
       [ 1.14201568e-01],
       [ 1.08485024e-01],
       [-1.20310590e-01],
       [-4.84326988e-02],
       [ 3.98752499e-01],
       [-1.12041504e-01],
       [-3.08898259e-01],
       [ 1.83134409e-01],
       [-7.18453592e-01],
       [-2.66048076e-03],
       [-2.31080926e-01],
       [ 1.30478561e-01],
       [-3.92008685e-01],
       [-1.56581285e-01],
       [-6.10495944e-01],
       [-6.67534225e-01],
       [ 3.73047311e-02],
       [ 2.07184375e-01],
       [-3.70732358e-01],
       [ 3.24471911e-02],
       [-5.89247565e-04],
       [-2.08973732e-01],
       [-2.84356567e-01],
       [ 4.19843237e-01],
       [ 5.20611762e-01],
       [-1.36429344e-01],
       [-1.76713751e-01],
       [-1.15006292e-01],
       [ 2.97698201e-01],
       [-2.58583963e-01],
       [ 9.09680073e-02],
       [ 6.67622834e-02],
       [ 1.55152960e-02],
       [-2.38919894e-01],
       [ 1.38593159e-01],
       [ 1.16394913e-01],
       [-2.37423264e-01],
       [ 2.29895309e-01],
       [-7.67314225e-02],
       [-8.57970474e-02],
       [-5.46780700e-01],
       [-6.72954290e-01],
       [-7.38105027e-02],
       [-4.64294225e-02],
       [ 4.34212546e-02],
       [ 1.17020491e-01],
       [-3.33204697e-01],
       [ 4.36786220e-01],
       [-3.80643929e-01],
       [-2.20476314e-02],
       [-1.12852666e+00],
       [ 2.84133421e-01],
       [-4.66217696e-02],
       [ 1.42432996e-02],
       [ 1.01471609e-01],
       [-7.39117678e-01],
       [-2.33428918e-01],
       [ 3.81082906e-01],
       [-4.92345697e-01],
       [ 7.28021444e-01],
       [-3.51205530e-01],
       [-5.57368094e-01],
       [ 1.78879807e-02],
       [-4.87067259e-01],
       [ 4.53796643e-01],
       [-1.58261531e-01],
       [-1.07412085e+00],
       [-1.34967744e-02],
       [-8.57530791e-02],
       [-2.02150443e-01],
       [-9.31755007e-02],
       [ 5.35848800e-02],
       [-5.53585016e-01],
       [ 7.67095378e-02],
       [-5.41181153e-01],
       [ 1.67041152e-01],
       [ 2.00615132e-01],
       [-2.65414110e-02],
       [-1.09752979e-04],
       [-5.20445751e-01],
       [ 1.25561668e-01],
       [ 9.44958549e-02],
       [-2.04719827e-01],
       [-3.53915408e-03],
       [ 8.05764383e-02],
       [ 2.35688909e-02],
       [-3.53361059e-01],
       [-1.90576456e-01],
       [ 1.97207758e-01],
       [ 1.03463664e-01],
       [ 2.40116485e-01],
       [ 2.95710516e-02],
       [ 2.75332096e-01],
       [-8.89163631e-03],
       [-6.19783259e-01],
       [ 6.23767512e-02],
       [-4.82577313e-01],
       [ 9.96127017e-01],
       [-8.98886254e-02],
       [ 3.07430262e-02],
       [-6.59920888e-01],
       [-2.60121339e-01],
       [ 3.66178968e-03],
       [-1.90651490e-02],
       [ 4.53582607e-01],
       [ 1.11007644e-01],
       [-2.30427827e-01],
       [ 2.33963078e-01],
       [-5.53253805e-01],
       [-8.61761944e-01],
       [ 5.35458574e-01],
       [-9.13635355e-02],
       [-5.53266539e-01],
       [-1.18398501e-01],
       [ 2.00248768e-03],
       [ 3.72180185e-01],
       [-2.70220086e-01],
       [-3.24913101e-01],
       [-1.85324941e-01],
       [ 1.53667886e-01],
       [ 2.19001702e-01],
       [-8.59766077e-02],
       [-6.27947847e-01],
       [-4.21971655e-01],
       [ 1.97815853e-02],
       [-2.70762198e-01],
       [-4.13488935e-01],
       [ 1.63316408e-01],
       [-7.11481280e-01],
       [ 5.19192265e-01],
       [-1.35402320e-01],
       [ 3.87550408e-01],
       [ 1.91645154e-01],
       [-2.81324411e-01],
       [ 3.43935788e-02],
       [-8.46534632e-01],
       [ 2.26369680e-01],
       [-3.23996659e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[-2.56335703e-02],
       [ 4.61532129e-01],
       [-2.01985046e-01],
       [-3.20933734e-01],
       [ 1.05105362e-01],
       [-1.72778338e-01],
       [ 6.53552608e-02],
       [ 3.09537331e-01],
       [-1.28374728e-01],
       [ 1.71296222e-01],
       [-6.70214161e-02],
       [ 1.11786401e-01],
       [ 7.10598585e-02],
       [-5.08293514e-02],
       [-9.35835020e-02],
       [-2.44111046e-01],
       [-2.57359779e-01],
       [-1.69433402e-01],
       [ 3.42235114e-01],
       [-1.85124800e-03],
       [ 2.46278643e-01],
       [ 1.72735247e-01],
       [ 8.95444488e-02],
       [-3.35168697e-02],
       [-1.98352884e-01],
       [-4.78696457e-01],
       [-2.29822716e-01],
       [-6.55570072e-02],
       [ 7.71551216e-02],
       [-2.96743659e-02],
       [ 6.73028163e-02],
       [-1.40797590e-01],
       [-1.49264433e-02],
       [-1.69778114e-02],
       [ 2.24109699e-02],
       [-2.66051968e-02],
       [ 3.11352355e-02],
       [-5.79300530e-02],
       [-1.35862749e-01],
       [-1.48019132e-01],
       [ 1.10207034e-01],
       [-3.02021764e-02],
       [-2.22746227e-01],
       [-3.31486131e-01],
       [-9.33373654e-04],
       [ 9.98834944e-02],
       [-1.60563337e-01],
       [ 9.18172922e-02],
       [ 1.56885194e-01],
       [ 8.34984761e-02],
       [-1.17138982e-01],
       [ 7.53818421e-02],
       [ 1.54506143e-01],
       [-4.76596506e-02],
       [-2.21132038e-01],
       [ 2.79452706e-01],
       [ 3.95184451e-02],
       [-1.43571199e-01],
       [ 1.35905425e-01],
       [ 1.33742469e-01],
       [ 4.44960264e-04],
       [-3.05493069e-02],
       [ 8.19054428e-02],
       [ 1.29739468e-01],
       [ 2.84977220e-02],
       [ 8.43927386e-02],
       [-1.27955545e-01],
       [-9.44119579e-03],
       [ 8.08674452e-02],
       [-9.07852559e-01],
       [ 3.38155426e-01],
       [-2.77517984e-01],
       [-2.81680410e-01],
       [ 4.32590719e-01],
       [-2.86975209e-02],
       [-1.37536798e-01],
       [-5.13620566e-01],
       [-3.37999003e-01],
       [ 1.45611595e-02],
       [ 1.02142562e+00],
       [-1.12241727e+00],
       [ 4.30299576e-01],
       [ 1.40182591e-01],
       [-1.51920476e-02],
       [-2.85739874e-01],
       [ 2.39254506e-01],
       [-1.01370263e-01],
       [-6.70359612e-01],
       [-5.39408048e-01],
       [-4.76942214e-03],
       [-3.82319800e-01],
       [ 3.37241024e-01],
       [-4.42049327e-01],
       [ 9.32977089e-03],
       [-8.21205960e-01],
       [-1.02291185e+00],
       [-7.11949568e-02],
       [-2.49560715e-01],
       [ 2.06231450e-01],
       [-6.78951313e-01],
       [-5.66117708e-01],
       [-4.02024642e-01],
       [-5.39627590e-02],
       [-2.55893374e-01],
       [ 1.96334448e-01],
       [-2.52352845e-01],
       [ 3.87977781e-01],
       [-1.19088892e-01],
       [-2.18575678e-01],
       [-1.45234154e-01],
       [-1.38093467e-01],
       [-1.42433617e-01],
       [-2.68630251e-01],
       [-4.46174299e-01],
       [ 1.78048004e-01],
       [-1.59157199e-01],
       [-3.36770731e-01],
       [ 2.31571708e-02],
       [-4.33061908e-03],
       [ 3.00498218e-02],
       [-8.15764314e-01],
       [ 2.49325711e-02],
       [-2.94796981e-01],
       [ 2.13662150e-01],
       [ 3.14629792e-01],
       [-1.67906075e-01],
       [-4.64245183e-02],
       [-2.15479102e-05],
       [-1.00833106e-02],
       [ 4.41169600e-01],
       [-1.71134641e-01],
       [-4.34210301e-05],
       [-2.40791081e-01],
       [ 2.14535813e-01],
       [ 9.18420043e-02],
       [-2.17485280e-01],
       [-2.44369459e-01],
       [-1.65813432e-03],
       [ 8.18166437e-02],
       [ 4.95801945e-02],
       [ 1.59130199e-01],
       [ 1.16410106e-01],
       [-8.30594639e-01],
       [ 8.41968925e-02],
       [-1.29026854e-02],
       [-7.77300704e-02],
       [ 1.18867230e-01],
       [-1.87832776e-01],
       [ 1.63411683e-01],
       [-4.96126127e-01],
       [ 3.80727049e-01],
       [-1.42607927e-01],
       [-1.46681078e-01],
       [ 1.55476697e-02],
       [ 3.46306974e-02],
       [-2.32378331e-01],
       [-1.29279358e-01],
       [-2.14670333e-01],
       [ 4.93986695e-01],
       [ 1.82992334e-01],
       [-5.48804475e-02],
       [ 1.37882544e-01],
       [ 1.69110556e-01],
       [ 7.47473635e-01],
       [ 5.46133759e-01],
       [ 2.24338045e-01],
       [-3.10930783e-01],
       [-4.23457474e-01],
       [ 3.71332643e-01],
       [ 6.76073995e-01],
       [ 4.42729218e-01],
       [-3.39339168e-01],
       [ 3.62986968e-01],
       [ 1.13938277e-01],
       [-3.87853265e-01],
       [-9.62787601e-02],
       [-1.55513880e-01],
       [-6.91690837e-02],
       [ 5.64440912e-02],
       [ 5.63241221e-01],
       [-4.29207031e-01],
       [-1.94402250e-01],
       [ 1.03997211e-01],
       [ 9.08859985e-01],
       [-4.85688406e-01],
       [ 2.13627526e-01],
       [ 2.33436521e-01],
       [-8.23698532e-02],
       [ 7.55569876e-01],
       [-9.78988586e-03],
       [ 5.89611091e-01],
       [-8.54432033e-01],
       [ 2.70601306e-01],
       [ 9.53165751e-01],
       [ 3.74093811e-01],
       [-1.15135271e-01],
       [ 1.50800996e-01],
       [ 1.62481565e-01],
       [-6.19032443e-02],
       [-1.40585102e-01],
       [ 3.63370891e-02],
       [-4.09271043e-01],
       [-3.24333980e-01],
       [-8.16659830e-02],
       [-4.69346449e-01],
       [-3.43502492e-02],
       [ 9.21195547e-02],
       [ 3.19378814e-01],
       [ 1.32668135e-01],
       [ 3.78981661e-02],
       [ 4.64127483e-02],
       [ 1.29803845e-02],
       [-1.61259360e-01],
       [-5.69741316e-02],
       [ 3.06580004e-02],
       [-1.73551222e-01],
       [ 3.48079160e-01],
       [ 5.94297696e-01],
       [ 2.95962740e-01],
       [ 3.63061383e-01],
       [ 5.16391884e-01],
       [ 4.93092479e-01],
       [ 6.90470247e-01],
       [-2.12045482e-01],
       [ 5.22406764e-01],
       [ 1.87861359e-02],
       [ 3.73460508e-02],
       [ 3.75708995e-01],
       [-4.67710441e-01],
       [ 7.92919041e-01],
       [ 1.57034817e-02],
       [-6.74323474e-03],
       [-2.06953748e-03],
       [-4.84169479e-01],
       [-2.86049572e-01],
       [-4.72354796e-01],
       [-3.02984831e-01],
       [-2.65849918e-01],
       [-4.44896621e-01],
       [ 6.74919329e-04],
       [-2.23209821e-01],
       [-3.14846661e-01],
       [ 1.62017140e-01],
       [-1.36944337e-01],
       [-4.48691839e-01],
       [-5.11982646e-01],
       [-3.79685953e-01],
       [-2.79069134e-02],
       [ 1.80327346e-01],
       [ 3.41450718e-01],
       [ 1.86689147e-01],
       [ 2.03911170e-01],
       [-3.98771215e-01],
       [ 2.11377689e-01],
       [-2.66655271e-01],
       [ 2.17902675e-01],
       [ 3.99092467e-02],
       [-2.08184007e-01],
       [-3.18367165e-02],
       [ 3.39595851e-01],
       [-2.20001279e-01],
       [-9.88700861e-02],
       [-7.13361132e-01],
       [ 5.07254337e-02],
       [-2.42333841e-01],
       [-3.69781188e-01],
       [-9.13852724e-02],
       [-4.89421693e-01],
       [-2.47725192e-01],
       [ 4.94074652e-01],
       [-1.22626386e-01],
       [ 1.20885739e-01],
       [-2.86360347e-01],
       [-2.57252748e-02],
       [-7.79528452e-01],
       [ 4.12425751e-01],
       [-2.90082704e-01],
       [ 8.92664844e-02],
       [-8.54085830e-01],
       [-7.19487337e-01],
       [-1.21621580e-01],
       [ 1.28254747e-01],
       [-5.80155147e-01],
       [-9.79479797e-01],
       [-3.46827605e-01],
       [-6.09026651e-01],
       [ 7.00559468e-01],
       [-8.16396192e-02],
       [ 1.97655551e-01],
       [ 4.61580416e-01],
       [-4.46715326e-02],
       [ 1.79793608e-01],
       [ 3.05656266e-01],
       [-1.05088829e+00],
       [ 4.00527148e-02],
       [-7.28292933e-02],
       [ 5.75176177e-01],
       [-1.06190850e-01],
       [-5.14975068e-01],
       [-6.46140562e-01],
       [-1.05674422e-01],
       [-6.15777787e-01],
       [ 1.63435804e-01],
       [ 2.87248967e-01],
       [ 4.32954661e-01],
       [ 3.72466242e-01],
       [ 4.29936126e-01],
       [ 4.04235383e-01],
       [ 9.30731326e-02],
       [-5.90828985e-02],
       [ 3.47085588e-01],
       [ 8.13997528e-02],
       [-1.74733412e-01],
       [-1.92962598e-01],
       [-1.08913946e-01],
       [-2.47885715e-01],
       [ 1.05314191e-01],
       [-2.89710287e-01],
       [ 3.19248946e-01],
       [-5.72647892e-01],
       [-7.76628143e-02],
       [-1.09073883e-01],
       [-5.23897140e-01],
       [-1.94822521e-01],
       [-1.57537312e-01],
       [ 8.54044143e-02],
       [ 7.96194403e-02],
       [ 2.40810588e-01],
       [-1.19928387e-01],
       [-4.06749128e-01],
       [-3.24078411e-02],
       [-5.20833661e-01],
       [-2.42171468e-01],
       [ 2.44658819e-01],
       [-8.83955935e-02],
       [ 3.29269807e-01],
       [ 3.53332020e-01],
       [ 2.71412850e-01],
       [-1.27645323e-01],
       [ 7.42570778e-02],
       [ 3.60381241e-01],
       [ 1.47670449e-01],
       [ 1.85688178e-01],
       [-3.87611087e-01],
       [ 5.06305416e-01],
       [ 4.64192464e-01],
       [ 1.07255207e-01],
       [-2.89120857e-01],
       [-1.43217638e-01],
       [ 3.15845673e-01],
       [ 1.66391057e-01],
       [-3.95001496e-02],
       [ 1.83859045e-02],
       [ 1.79602222e-01],
       [-1.38149197e-01],
       [ 1.89475149e-03],
       [ 2.34751518e-02],
       [ 4.30561154e-01],
       [ 3.83709321e-01],
       [-7.32492545e-03],
       [-5.58485989e-01],
       [ 1.06961309e-01],
       [-2.01374787e-01],
       [ 2.00299189e-02],
       [ 4.52027642e-03],
       [ 9.17663415e-02],
       [ 4.92786422e-01],
       [-3.98980124e-02],
       [-8.02090241e-02],
       [ 3.74411584e-02],
       [ 1.58363742e-01],
       [ 2.97682577e-01],
       [ 1.24723328e-01],
       [ 3.58921070e-03],
       [ 6.37430782e-01],
       [-5.43325125e-02],
       [ 2.53748417e-01],
       [-1.32712006e-01],
       [ 1.67137203e-01],
       [ 2.70659259e-01],
       [ 7.00233849e-01],
       [ 3.80941939e-01],
       [-2.86060079e-01],
       [ 1.46151218e-01],
       [ 1.27113982e-01],
       [-4.39436734e-01],
       [ 5.01607109e-01],
       [-3.55334824e-02],
       [ 2.45329499e-01],
       [-1.48466577e-01],
       [-1.56619449e-01],
       [ 8.68734517e-02],
       [ 2.61616745e-01],
       [-5.90760557e-02],
       [-2.81136089e-02],
       [ 2.04136806e-01],
       [ 3.28170791e-01],
       [ 8.38414267e-02],
       [-3.60671360e-01],
       [ 1.03516326e-01],
       [-2.46191852e-01],
       [-3.32535905e-01],
       [-2.64257419e-01],
       [-4.46864440e-01],
       [ 5.04469469e-01],
       [-2.18971266e-01],
       [-8.53122051e-01],
       [-5.85133593e-01],
       [-2.82326456e-01],
       [ 7.02812884e-01],
       [ 5.23567300e-01],
       [-1.37580847e-01],
       [-7.26924384e-01],
       [-6.37498854e-01],
       [-4.27771358e-02],
       [ 4.48388078e-02],
       [ 2.10262484e-01],
       [ 3.95185057e-01],
       [-1.02773469e-01],
       [ 9.73387642e-02],
       [ 1.98976285e-01],
       [-2.28376542e-01],
       [-7.01561102e-01],
       [-1.64896805e-01],
       [ 1.47556102e-01],
       [ 5.85908044e-01],
       [-3.44997152e-01],
       [ 1.13404016e+00],
       [ 2.84083726e-01],
       [ 1.52363712e+00],
       [ 5.85927453e-01],
       [ 2.32452480e-01],
       [ 5.09469866e-01],
       [-6.92152112e-02],
       [ 5.94682927e-01],
       [ 3.08738386e-01],
       [ 2.11065804e-01],
       [-2.55537306e-02],
       [ 1.74601043e-01],
       [ 4.80759816e-01],
       [ 1.87011440e-01],
       [-5.61166086e-01],
       [-3.60978807e-01],
       [-7.42621110e-02],
       [-7.28449834e-02],
       [ 2.30557113e-01],
       [-1.09749262e-01],
       [-3.52407251e-01],
       [ 1.65978403e-01],
       [ 2.34137664e-01],
       [ 4.22128078e-01],
